iter	RMSE
161	0.004464027726
162	0.004441369472
163	0.004411216919
164	0.004380757379
165	0.004352781079
166	0.004326231463
167	0.004303954431
168	0.004279754473
169	0.00425156834
170	0.004226438851
171	0.004211618488
172	0.004188059181
173	0.004160850371
174	0.004136032859
175	0.004115114796
176	0.00409657155
177	0.004078732172
178	0.004057390219
179	0.004036704367
180	0.004019925624
181	0.004002837615
182	0.003980063228
183	0.003962391675
184	0.00393859262
185	0.003913520053
186	0.003897950621
187	0.003880510678
188	0.003855431536
189	0.003831029637
190	0.003809866224
191	0.003789077221
192	0.003768418266
193	0.003751485617
194	0.003734098481
195	0.003712354595
196	0.003699616691
197	0.003688735361
198	0.003671511985
199	0.003652223584
200	0.003633370828
201	0.003612620331
202	0.003594401751
203	0.003576852249
204	0.003558181498
205	0.003542067159
206	0.003527107232
207	0.003520188932
208	0.003509497908
209	0.003493633729
210	0.003480062659
211	0.003468626491
212	0.003457601898
213	0.003447105238
214	0.003433300141
215	0.003427003694
216	0.00341310432
217	0.003406101384
218	0.003389966457
219	0.003379256197
220	0.00336089964
221	0.00335237516
222	0.003339710246
223	0.003328073457
224	0.00332269696
225	0.003309443752
226	0.003299223354
227	0.003288096457
228	0.00327756548
229	0.00326656992
230	0.003259513072
231	0.003248066498
232	0.003240402762
233	0.003230118839
234	0.003221982376
235	0.003206734742
236	0.003199247465
237	0.003186313373
238	0.003179105718
239	0.003163220424
240	0.003157793792
241	0.00314791415
242	0.003139297946
243	0.003131409779
244	0.003115642382
245	0.00310142804
246	0.003094579787
247	0.003083813191
248	0.003078404954
249	0.003067817772
250	0.003052979449
251	0.003044593071
252	0.003034671523
253	0.003024159241
254	0.003016617551
255	0.003001952943
256	0.00299005846
257	0.00297954378
258	0.002968868003
259	0.002957659889
260	0.002946733675
261	0.002938218094
262	0.002928791996
263	0.002923250146
264	0.002918645419
265	0.002911720578
266	0.002903164805
267	0.002890464413
268	0.002881984797
269	0.002874887772
270	0.002866620109
271	0.002855741117
272	0.0028465246
273	0.002841765387
274	0.0028332765
275	0.002825453836
276	0.002813638869
277	0.002804922119
278	0.002800274103
279	0.002793640929
280	0.002784900158
281	0.00277315775
282	0.002762098148
283	0.002754142132
284	0.002748574461
285	0.002741069098
286	0.002734029222
287	0.0027279902
288	0.002720249738
289	0.002713226098
290	0.002706065896
291	0.002700492059
292	0.002694736343
293	0.002690661054
294	0.002682077815
295	0.0026750029
296	0.002665766044
297	0.002658592979
298	0.002650877827
299	0.002643946265
300	0.002634255089
301	0.002627595189
302	0.002620489274
303	0.002614194597
304	0.002610991205
305	0.002607196781
306	0.00260042814
307	0.002593428942
308	0.002588939986
309	0.002582411786
310	0.002574805921
311	0.002570356028
312	0.002562936909
313	0.002557542136
314	0.002549989793
315	0.002543816756
316	0.002537730349
317	0.002528526021
318	0.002524735808
319	0.002520339762
320	0.002511613272
321	0.002506052748
322	0.002500056798
323	0.002495221735
324	0.002491744315
325	0.002483879275
326	0.002477720176
327	0.002471130955
328	0.002465450861
329	0.00246242354
330	0.002457263937
331	0.002450290861
332	0.002446467594
333	0.002439496687
334	0.002433901746
335	0.002427075707
336	0.002420990855
337	0.002414227314
338	0.002408133371
339	0.002404682903
340	0.002398878444
341	0.002395240026
342	0.00239061207
343	0.002385657745
344	0.002380527762
345	0.002377031556
346	0.002371763739
347	0.002368311013
348	0.002363850361
349	0.002358475122
350	0.002352954013
351	0.00235014795
352	0.002346419923
353	0.002341279967
354	0.00233740337
355	0.002331198961
356	0.002327623002
357	0.002322615355
358	0.002317478724
359	0.002311434122
360	0.002305257276
361	0.002301563759
362	0.002296161654
363	0.002292532386
364	0.002286598361
365	0.002282325483
366	0.002277173567
367	0.002273031161
368	0.002268337821
369	0.002264586781
370	0.002261531981
371	0.002255914189
372	0.00225396088
373	0.002250445711
374	0.002245557881
375	0.002242090467
376	0.002238887613
377	0.002234493863
378	0.002231855443
379	0.002226793257
380	0.00222172573
381	0.002216873083
382	0.002213283804
383	0.002208322566
384	0.002204287576
385	0.002201782874
386	0.002196867806
387	0.002191707211
388	0.00218760931
389	0.002183146388
390	0.002178554365
391	0.002173945036
392	0.002169163901
393	0.002166508735
394	0.002164375879
395	0.002161959106
396	0.002159816383
397	0.002156283709
398	0.002152692042
399	0.002148257761
400	0.00214282677
401	0.002138365899
402	0.002135476172
403	0.002130799321
404	0.00212678519
405	0.002122782726
406	0.002117736996
407	0.002114028973
408	0.002110598573
409	0.002107798438
410	0.002103452071
411	0.00209890137
412	0.002096229068
413	0.002094000769
414	0.002090610775
415	0.002087571364
416	0.002085046588
417	0.002081187459
418	0.002078397485
419	0.002074584618
420	0.002071714023
421	0.002066913635
422	0.002062685402
423	0.002059827382
424	0.002057606502
425	0.002054716907
426	0.002051460942
427	0.002048009935
428	0.002043705417
429	0.002040111841
430	0.002035751999
431	0.002031680373
432	0.002028712105
433	0.002025365981
434	0.002023008923
435	0.002020786276
436	0.002016935618
437	0.002013550194
438	0.002009496804
439	0.002006724468
440	0.002002966811
441	0.002000802407
442	0.001998404697
443	0.001995500073
444	0.001992885324
445	0.001990278351
446	0.001986507261
447	0.001983663921
448	0.001981648848
449	0.001978009717
450	0.001975699346
451	0.001972783678
452	0.001970089912
453	0.001966547384
454	0.001962990527
455	0.001960044353
456	0.001957116235
457	0.001953917525
458	0.001949818079
459	0.001945863468
460	0.001942057644
461	0.001940322826
462	0.001937452491
463	0.00193475439
464	0.001930659861
465	0.001928095417
466	0.00192595589
467	0.001922451932
468	0.001920445249
469	0.001917371563
470	0.001914489109
471	0.001912020662
472	0.001908916028
473	0.001906208674
474	0.001902980624
475	0.00189988919
476	0.001898220585
477	0.001896030968
478	0.00189486117
479	0.001891599165
480	0.001888669531
481	0.001885637463
482	0.001883688927
483	0.001880846999
484	0.001878363049
485	0.001876624978
486	0.001873474397
487	0.001870956642
488	0.001867816386
489	0.001865863445
490	0.00186322543
491	0.001861014395
492	0.001858284574
493	0.001856539392
494	0.001853983986
495	0.001851191477
496	0.001849454425
497	0.001847114773
498	0.001843103614
499	0.001839711945
500	0.001836539447
501	0.001835290866
502	0.001833011276
503	0.001830613153
504	0.001828539768
505	0.001825832156
506	0.001823336093
507	0.001820245938
508	0.001817764942
509	0.001814613903
510	0.001812126832
511	0.001809601578
512	0.001806027581
513	0.001804901254
514	0.00180277559
515	0.001799878289
516	0.001797148958
517	0.001795865334
518	0.001793246335
519	0.001791496202
520	0.001788954301
521	0.001786237941
522	0.001783961615
523	0.001781989655
524	0.001778716573
525	0.001777805515
526	0.001775480057
527	0.001774618417
528	0.001773038068
529	0.001771044093
530	0.00176862784
531	0.001766719767
532	0.001764548337
533	0.001762357681
534	0.001759998333
535	0.001757888915
536	0.001755732523
537	0.001753638396
538	0.001751410156
539	0.001748952305
540	0.001746801828
541	0.001744208517
542	0.0017421819
543	0.001740164313
544	0.001737908344
545	0.001735063473
546	0.001733363799
547	0.001731661626
548	0.001729631168
549	0.001728183897
550	0.001725956167
551	0.001724010123
552	0.001722033209
553	0.001720132316
554	0.001717822157
555	0.00171595019
556	0.001714120174
557	0.001712205387
558	0.001710397441
559	0.001708285449
560	0.001704620455
561	0.001702668538
562	0.001700670618
563	0.001698101702
564	0.001696052869
565	0.001693728642
566	0.001691514663
567	0.001689521402
568	0.001687896345
569	0.001685732973
570	0.001684058468
571	0.001682157983
572	0.001680353612
573	0.00167860196
574	0.001676235602
575	0.001674267481
576	0.001672541163
577	0.001671364193
578	0.001669410349
579	0.001667702734
580	0.001666216844
581	0.001664631467
582	0.001663186294
583	0.001660469088
584	0.001658663383
585	0.001657552345
586	0.001655350956
587	0.001653680324
588	0.001651500888
589	0.001650148235
590	0.001648342751
591	0.001646680458
592	0.001645608795
593	0.001642825541
594	0.001641843882
595	0.001640245411
596	0.001638245336
597	0.001636605921
598	0.001633940859
599	0.00163185679
600	0.001629884247
601	0.001627507916
602	0.001626414645
603	0.00162395929
604	0.001622691021
605	0.001621357531
606	0.001619153763
607	0.001617402656
608	0.001614932844
609	0.001612641126
610	0.001610795148
611	0.001609543043
612	0.001607818736
613	0.001605428327
614	0.001603499583
615	0.001601559626
616	0.001599831783
617	0.001597546602
618	0.001595286922
619	0.00159374089
620	0.001592438422
621	0.001590750025
622	0.001589230495
623	0.001588023449
624	0.001586569617
625	0.001584867709
626	0.001582862102
627	0.001581028221
628	0.001580227312
629	0.00157834247
630	0.001576437946
631	0.001574122494
632	0.001572638968
633	0.001570772516
634	0.001569751933
635	0.001568983217
636	0.001567619973
637	0.001566566977
638	0.001564985421
639	0.001563421185
640	0.001562139004
641	0.001560494399
642	0.001559470806
643	0.001557982522
644	0.001556196022
645	0.001554807429
646	0.001553025023
647	0.001551744388
648	0.001550307762
649	0.001548768655
650	0.00154752337
651	0.001545865346
652	0.001544488936
653	0.001542505524
654	0.001540671041
655	0.001539684345
656	0.001538489043
657	0.001537730988
658	0.001536344129
659	0.001535203463
660	0.001533667629
661	0.001531926035
662	0.001530382024
663	0.001528692957
664	0.001527053257
665	0.001524923505
666	0.001523666022
667	0.001522319412
668	0.001521587719
669	0.00152067273
670	0.001519011064
671	0.001517271618
672	0.001516123975
673	0.001514730583
674	0.001514022539
675	0.001513440989
676	0.001512089391
677	0.001510587024
678	0.001509077672
679	0.001507425839
680	0.00150607167
681	0.001504778461
682	0.001503959313
683	0.001503301724
684	0.00150103157
685	0.001499648662
686	0.001498929566
687	0.001497480094
688	0.001496008031
689	0.001494330046
690	0.001492777067
691	0.001491144039
692	0.001489939109
693	0.001488353948
694	0.001487264064
695	0.001485987362
696	0.001484555454
697	0.001483771261
698	0.001481934074
699	0.00148041081
700	0.001478934833
701	0.001477736942
702	0.001476563136
703	0.001476052482
704	0.001474935701
705	0.001474271566
706	0.001472760863
707	0.001471208936
708	0.001469192104
709	0.00146794238
710	0.001466555531
711	0.001464695171
712	0.001463305898
713	0.001462661195
714	0.00146118552
715	0.001459972367
716	0.001458650077
717	0.001457272684
718	0.00145579343
719	0.001454720077
720	0.00145309847
721	0.001451887793
722	0.001450789739
723	0.001449378532
724	0.001448100192
725	0.001446804976
726	0.001445506388
727	0.001444143401
728	0.001442946863
729	0.001442303354
730	0.001440995976
731	0.00143972603
732	0.001437962059
733	0.001436370378
734	0.001434820532
735	0.001433398518
736	0.001432783324
737	0.001431249376
738	0.001429888029
739	0.001428734262
740	0.001427137899
741	0.001426568614
742	0.001425284176
743	0.001424218695
744	0.001422819764
745	0.001421714597
746	0.001420515536
747	0.001418989835
748	0.001417492166
749	0.001416042178
750	0.001414559366
751	0.001413435605
752	0.001411981875
753	0.001410762897
754	0.001409625027
755	0.001408611754
756	0.001407837323
757	0.001406877701
758	0.001405527014
759	0.001404274452
760	0.001402938242
761	0.001401725481
762	0.001400442519
763	0.001399389377
764	0.00139794458
765	0.001397474374
766	0.00139606232
767	0.001394730954
768	0.001393819156
769	0.001392722366
770	0.001391498168
771	0.001390868724
772	0.001389833998
773	0.00138865331
774	0.001387231101
775	0.001386301483
776	0.001385324139
777	0.001383849132
778	0.001382967301
779	0.001381798065
780	0.0013809472
781	0.001379749373
782	0.001379134858
783	0.001377742842
784	0.001376528351
785	0.001375451843
786	0.001374084999
787	0.001373533136
788	0.001372806304
789	0.001371878233
790	0.001371079176
791	0.001370048277
792	0.001369383203
793	0.00136882433
794	0.001368153459
795	0.001366711563
796	0.001365746394
797	0.001364491249
798	0.001363947678
799	0.001363158411
800	0.001361842059
801	0.001360963939
802	0.001359702345
803	0.001358347461
804	0.0013574469
805	0.001356501355
806	0.001355252147
807	0.001354433046
808	0.00135367623
809	0.001352328982
810	0.001351220358
811	0.001350068092
812	0.001349011862
813	0.001347965886
814	0.001347407994
815	0.001346908659
816	0.001346189107
817	0.0013453118
818	0.001344111092
819	0.001343238829
820	0.00134224949
821	0.001341062364
822	0.001340237387
823	0.001339303719
824	0.001338322354
825	0.00133729977
826	0.001336615168
827	0.001335207935
828	0.001334595986
829	0.001333466677
830	0.001332488149
831	0.001331779399
832	0.0013310353
833	0.001329879244
834	0.001328907872
835	0.001328180031
836	0.001326979084
837	0.001326134099
838	0.001324839758
839	0.001323548174
840	0.001322603528
841	0.001321829309
842	0.001320861338
843	0.00132004811
844	0.001318742544
845	0.001317647271
846	0.001317068351
847	0.001316747433
848	0.001315858971
849	0.001315009342
850	0.001314517233
851	0.001313265371
852	0.001312150724
853	0.001311159116
854	0.001310358088
855	0.001308912337
856	0.001307873655
857	0.001306909964
858	0.001305845959
859	0.001304915819
860	0.001304138278
861	0.00130383353
862	0.001302725266
863	0.001302411859
864	0.001301658725
865	0.001300844239
866	0.001300290315
867	0.00129952696
868	0.001298169533
869	0.001297254033
870	0.001296367242
871	0.001295406792
872	0.001294553683
873	0.0012937211
874	0.001292890995
875	0.001292149058
876	0.001291249475
877	0.001290452865
878	0.001289489892
879	0.001288743604
880	0.001287286738
881	0.001286528756
882	0.001285358942
883	0.001284480058
884	0.00128413052
885	0.001283330238
886	0.00128241681
887	0.001281309709
888	0.001280182428
889	0.001279089527
890	0.001277780918
891	0.001276791701
892	0.001275648095
893	0.001274763937
894	0.001273957668
895	0.001273190241
896	0.001272528598
897	0.001272354013
898	0.001272067344
899	0.001271375225
900	0.001270582177
901	0.001269813287
902	0.001269537304
903	0.001269273456
904	0.001268411497
905	0.001267360859
906	0.001266245533
907	0.001265181927
908	0.001264370099
909	0.001263536066
910	0.001262398673
911	0.001261894223
912	0.001260746621
913	0.001259928154
914	0.001258935491
915	0.001258296552
916	0.00125794402
917	0.001257174096
918	0.001256405861
919	0.00125616024
920	0.001255588987
921	0.001255164901
922	0.001254157001
923	0.001253175877
924	0.001252086832
925	0.001250852597
926	0.001250249801
927	0.001249265246
928	0.001248668739
929	0.001248159856
930	0.001247169977
931	0.001246241355
932	0.001246041668
933	0.001245260597
934	0.001245112903
935	0.001244373647
936	0.00124364013
937	0.001242968692
938	0.001242399205
939	0.00124158973
940	0.001240936702
941	0.001240012241
942	0.001239000123
943	0.001238272029
944	0.001237665876
945	0.001236656293
946	0.001236142783
947	0.001235298513
948	0.001234199849
949	0.001233615213
950	0.001233080254
951	0.001232365816
952	0.001232182562
953	0.001231886133
954	0.001231155856
955	0.001230579744
956	0.001230445545
957	0.001229563182
958	0.001228873442
959	0.001228170221
960	0.001227598488
961	0.001226560766
962	0.001226306581
963	0.001225629698
964	0.001224975313
965	0.00122413021
966	0.001222992331
967	0.001221983725
968	0.001221107065
969	0.00122036505
970	0.001219782326
971	0.001219044279
972	0.001218339495
973	0.001217752279
974	0.001216822089
975	0.001216067031
976	0.001215490749
977	0.00121492999
978	0.001213987185
979	0.001213214473
980	0.001212569233
981	0.001211973047
982	0.001211448869
983	0.001210457323
984	0.001210102669
985	0.001209410171
986	0.001208973334
987	0.001208146381
988	0.001207282066
989	0.001206384091
990	0.001205520561
991	0.001204913375
992	0.001204335708
993	0.001203900853
994	0.001203793472
995	0.00120278519
996	0.001202079825
997	0.001201491269
998	0.001201299008
999	0.00120082657
